Chromosome;chromStart;chromEnd;Name;Location;Stain
chr5H;10000000;12600000;p13.2;splice;gpos75
chr5H;12600000;14600000;p13.1;prom;gneg
chr5H;14600000;19800000;p12.3;utr3;gpos100
chr5H;19800000;21100000;p12.2;prom;gneg
chr5H;21100000;26300000;p12.1;utr3;gpos100
chr5H;26300000;27600000;p11.23;prom;gneg
chr5H;27600000;30500000;p11.22;codon;gpos50
chr5H;30500000;33200000;p11.21;prom;gneg
chr5H;33200000;35500000;p11.1;acen;acen
chr5H;35500000;37800000;q11;acen;acen
chr5H;37800000;46000000;q12;utr3;gpos100
chr5H;46000000;48700000;q13.11;prom;gneg
chr5H;48700000;51100000;q13.12;intron;gpos25
chr5H;51100000;54500000;q13.13;prom;gneg
chr5H;54500000;56200000;q13.2;intron;gpos25
chr5H;56200000;57700000;q13.3;prom;gneg
chr5H;57700000;62700000;q14.1;splice;gpos75
chr5H;62700000;64700000;q14.2;prom;gneg
chr5H;64700000;67300000;q14.3;codon;gpos50
chr5H;67300000;71100000;q15;prom;gneg
chr5H;71100000;75300000;q21.1;splice;gpos75
chr5H;75300000;79900000;q21.2;prom;gneg
chr5H;79900000;86300000;q21.31;utr3;gpos100
chr5H;86300000;88600000;q21.32;prom;gneg
chr5H;88600000;92200000;q21.33;utr3;gpos100
chr5H;92200000;95800000;q22;prom;gneg
chr5H;95800000;101200000;q23.1;splice;gpos75
chr5H;101200000;103500000;q23.2;prom;gneg
chr5H;103500000;108600000;q23.3;codon;gpos50
chr5H;108600000;111300000;q24.11;prom;gneg
chr5H;111300000;111900000;q24.12;intron;gpos25
chr5H;111900000;113900000;q24.13;prom;gneg
chr5H;113900000;116400000;q24.21;codon;gpos50
chr5H;116400000;117700000;q24.22;prom;gneg
chr5H;117700000;120300000;q24.23;codon;gpos50
chr5H;120300000;125400000;q24.31;prom;gneg
chr5H;125400000;128700000;q24.32;codon;gpos50
chr5H;128700000;133275309;q24.33;prom;gneg
chr5H;0;6900000;p13.3;prom;gneg
chr5H;6900000;12600000;p13.2;intron;gpos25
chr5H;12600000;13800000;p13.13;prom;gneg
chr5H;13800000;16100000;p13.12;intron;gpos25
chr5H;16100000;19900000;p13.11;prom;gneg
chr5H;19900000;24200000;p12;gvar;gvar
chr5H;24200000;26200000;p11;acen;acen
chr5H;26200000;28100000;q11;acen;acen
chr5H;28100000;31900000;q12;gvar;gvar
chr5H;31900000;35100000;q13.11;prom;gneg
chr5H;35100000;37800000;q13.12;intron;gpos25
chr5H;37800000;38200000;q13.13;prom;gneg
chr5H;38200000;42900000;q13.2;intron;gpos25
chr5H;42900000;44700000;q13.31;prom;gneg
chr5H;44700000;47500000;q13.32;intron;gpos25
chr5H;47500000;50900000;q13.33;prom;gneg
chr5H;50900000;53100000;q13.41;intron;gpos25
chr5H;53100000;55800000;q13.42;prom;gneg
chr5H;55800000;58617616;q13.43;intron;gpos25
chr6H;0;2300000;p25.3;prom;gneg
chr6H;2300000;4200000;p25.2;intron;gpos25
chr6H;4200000;7100000;p25.1;prom;gneg
chr6H;7100000;10600000;p24.3;codon;gpos50
chr6H;10600000;11600000;p24.2;prom;gneg
chr6H;11600000;13400000;p24.1;intron;gpos25
chr6H;13400000;15200000;p23;prom;gneg
chr6H;15200000;25200000;p22.3;splice;gpos75
chr6H;25200000;27100000;p22.2;prom;gneg
chr6H;27100000;30500000;p22.1;codon;gpos50
chr6H;30500000;32100000;p21.33;prom;gneg
chr6H;32100000;33500000;p21.32;intron;gpos25
chr6H;33500000;36600000;p21.31;prom;gneg
chr6H;36600000;40500000;p21.2;intron;gpos25
chr6H;40500000;46200000;p21.1;prom;gneg
chr6H;46200000;51800000;p12.3;utr3;gpos100
chr6H;51800000;53000000;p12.2;prom;gneg
chr6H;53000000;57200000;p12.1;utr3;gpos100
chr6H;57200000;58500000;p11.2;prom;gneg
chr6H;58500000;59800000;p11.1;acen;acen
chr6H;59800000;62600000;q11.1;acen;acen
chr6H;62600000;62700000;q11.2;prom;gneg
chr6H;62700000;69200000;q12;utr3;gpos100
chr6H;69200000;75200000;q13;prom;gneg
chr6H;75200000;83200000;q14.1;codon;gpos50
chr6H;83200000;84200000;q14.2;prom;gneg
chr6H;84200000;87300000;q14.3;codon;gpos50
chr6H;87300000;92500000;q15;prom;gneg
chr6H;92500000;98900000;q16.1;utr3;gpos100
chr6H;98900000;100000000;q16.2;prom;gneg
chr6H;100000000;105000000;q16.3;utr3;gpos100
chr6H;105000000;114200000;q21;prom;gneg
chr6H;114200000;117900000;q22.1;splice;gpos75
chr6H;117900000;118100000;q22.2;prom;gneg
chr6H;118100000;125800000;q22.31;utr3;gpos100
chr6H;125800000;126800000;q22.32;prom;gneg
chr6H;126800000;130000000;q22.33;splice;gpos75
chr6H;130000000;130900000;q23.1;prom;gneg
chr6H;130900000;134700000;q23.2;codon;gpos50
chr6H;134700000;138300000;q23.3;prom;gneg
chr6H;138300000;142200000;q24.1;splice;gpos75
chr6H;142200000;145100000;q24.2;prom;gneg
chr6H;145100000;148500000;q24.3;splice;gpos75
chr6H;148500000;152100000;q25.1;prom;gneg
chr6H;152100000;155200000;q25.2;codon;gpos50
chr6H;155200000;160600000;q25.3;prom;gneg
chr6H;160600000;164100000;q26;codon;gpos50
chr6H;164100000;170805979;q27;prom;gneg
chr6H;0;4600000;p13;gvar;gvar
chr6H;4600000;10100000;p12;stalk;stalk
chr6H;10100000;16500000;p11.2;gvar;gvar
chr6H;16500000;17700000;p11.1;acen;acen
chr6H;17700000;18900000;q11;acen;acen
chr6H;18900000;22600000;q12.11;prom;gneg
chr6H;22600000;24900000;q12.12;intron;gpos25
chr6H;24900000;27200000;q12.13;prom;gneg
chr6H;27200000;28300000;q12.2;intron;gpos25
chr6H;28300000;31600000;q12.3;prom;gneg
chr6H;31600000;33400000;q13.1;codon;gpos50
chr6H;33400000;34900000;q13.2;prom;gneg
chr6H;34900000;39500000;q13.3;splice;gpos75
chr6H;39500000;44600000;q14.11;prom;gneg
chr6H;44600000;45200000;q14.12;intron;gpos25
chr6H;45200000;46700000;q14.13;prom;gneg
chr6H;46700000;50300000;q14.2;codon;gpos50
chr6H;50300000;54700000;q14.3;prom;gneg
chr6H;54700000;59000000;q21.1;utr3;gpos100
chr6H;59000000;61800000;q21.2;prom;gneg
chr6H;61800000;65200000;q21.31;splice;gpos75
chr6H;65200000;68100000;q21.32;prom;gneg
chr6H;68100000;72800000;q21.33;utr3;gpos100
chr6H;72800000;74900000;q22.1;prom;gneg
chr6H;74900000;76700000;q22.2;codon;gpos50
chr6H;76700000;78500000;q22.3;prom;gneg
chr6H;78500000;87100000;q31.1;utr3;gpos100
chr6H;87100000;89400000;q31.2;prom;gneg
chr6H;89400000;94400000;q31.3;utr3;gpos100
chr6H;94400000;97500000;q32.1;prom;gneg
chr6H;97500000;98700000;q32.2;intron;gpos25
chr6H;98700000;101100000;q32.3;prom;gneg
chr6H;101100000;104200000;q33.1;utr3;gpos100
chr6H;104200000;106400000;q33.2;prom;gneg
chr6H;106400000;109600000;q33.3;utr3;gpos100
chr6H;109600000;114364328;q34;prom;gneg
chr6H;0;5100000;p13;prom;gneg
chr6H;5100000;9200000;p12.3;splice;gpos75
chr6H;9200000;12000000;p12.2;prom;gneg
chr6H;12000000;17900000;p12.1;splice;gpos75
chr6H;17900000;21300000;p11.23;prom;gneg
chr6H;21300000;22300000;p11.22;intron;gpos25
chr6H;22300000;25700000;p11.21;prom;gneg
chr6H;25700000;28100000;p11.1;acen;acen
chr6H;28100000;30400000;q11.1;acen;acen
chr6H;30400000;33500000;q11.21;prom;gneg
chr6H;33500000;35800000;q11.22;intron;gpos25
chr6H;35800000;39000000;q11.23;prom;gneg
chr6H;39000000;43100000;q12;splice;gpos75
chr6H;43100000;43500000;q13.11;prom;gneg
chr6H;43500000;47800000;q13.12;intron;gpos25
chr6H;47800000;51200000;q13.13;prom;gneg
chr6H;51200000;56400000;q13.2;splice;gpos75
chr6H;56400000;57800000;q13.31;prom;gneg
chr6H;57800000;59700000;q13.32;codon;gpos50
chr6H;59700000;64444167;q13.33;prom;gneg
chr7H;0;2800000;p22.3;prom;gneg
chr7H;2800000;4500000;p22.2;intron;gpos25
chr7H;4500000;7200000;p22.1;prom;gneg
chr7H;7200000;13700000;p21.3;utr3;gpos100
chr7H;13700000;16500000;p21.2;prom;gneg
chr7H;16500000;20900000;p21.1;utr3;gpos100
chr7H;20900000;25500000;p15.3;prom;gneg
chr7H;25500000;27900000;p15.2;codon;gpos50
chr7H;27900000;28800000;p15.1;prom;gneg
chr7H;28800000;34900000;p14.3;splice;gpos75
chr7H;34900000;37100000;p14.2;prom;gneg
chr7H;37100000;43300000;p14.1;splice;gpos75
chr7H;43300000;45400000;p13;prom;gneg
chr7H;45400000;49000000;p12.3;splice;gpos75
chr7H;49000000;50500000;p12.2;prom;gneg
chr7H;50500000;53900000;p12.1;splice;gpos75
chr7H;53900000;58100000;p11.2;prom;gneg
chr7H;58100000;60100000;p11.1;acen;acen
chr7H;60100000;62100000;q11.1;acen;acen
chr7H;62100000;67500000;q11.21;prom;gneg
chr7H;67500000;72700000;q11.22;codon;gpos50
chr7H;72700000;77900000;q11.23;prom;gneg
chr7H;77900000;86700000;q21.11;utr3;gpos100
chr7H;86700000;88500000;q21.12;prom;gneg
chr7H;88500000;91500000;q21.13;splice;gpos75
chr7H;91500000;93300000;q21.2;prom;gneg
chr7H;93300000;98400000;q21.3;splice;gpos75
chr7H;98400000;104200000;q22.1;prom;gneg
chr7H;104200000;104900000;q22.2;codon;gpos50
chr7H;104900000;107800000;q22.3;prom;gneg
chr7H;107800000;115000000;q31.1;splice;gpos75
chr7H;115000000;117700000;q31.2;prom;gneg
chr7H;117700000;121400000;q31.31;splice;gpos75
chr7H;121400000;124100000;q31.32;prom;gneg
chr7H;124100000;127500000;q31.33;splice;gpos75
chr7H;127500000;129600000;q32.1;prom;gneg
chr7H;129600000;130800000;q32.2;intron;gpos25
chr7H;130800000;132900000;q32.3;prom;gneg
chr7H;132900000;138500000;q33;codon;gpos50
chr7H;138500000;143400000;q34;prom;gneg
chr7H;143400000;148200000;q35;splice;gpos75
chr7H;148200000;152800000;q36.1;prom;gneg
chr7H;152800000;155200000;q36.2;intron;gpos25
chr7H;155200000;159345973;q36.3;prom;gneg
chr7H;0;3600000;p13;gvar;gvar
chr7H;3600000;8000000;p12;stalk;stalk
chr7H;8000000;16100000;p11.2;gvar;gvar
chr7H;16100000;17200000;p11.1;acen;acen
chr7H;17200000;18200000;q11.1;acen;acen
chr7H;18200000;24100000;q11.2;prom;gneg
chr7H;24100000;32900000;q12;utr3;gpos100
chr7H;32900000;34800000;q13.1;prom;gneg
chr7H;34800000;36100000;q13.2;codon;gpos50
chr7H;36100000;37400000;q13.3;prom;gneg
chr7H;37400000;43000000;q21.1;utr3;gpos100
chr7H;43000000;46700000;q21.2;prom;gneg
chr7H;46700000;50400000;q21.3;utr3;gpos100
chr7H;50400000;53600000;q22.1;prom;gneg
chr7H;53600000;55000000;q22.2;intron;gpos25
chr7H;55000000;57600000;q22.3;prom;gneg
chr7H;57600000;61600000;q23.1;splice;gpos75
chr7H;61600000;64300000;q23.2;prom;gneg
chr7H;64300000;67400000;q23.3;codon;gpos50
chr7H;67400000;69800000;q24.1;prom;gneg
chr7H;69800000;73300000;q24.2;codon;gpos50
chr7H;73300000;78800000;q24.3;prom;gneg
chr7H;78800000;83100000;q31.1;utr3;gpos100
chr7H;83100000;84400000;q31.2;prom;gneg
chr7H;84400000;89300000;q31.3;utr3;gpos100
chr7H;89300000;91400000;q32.11;prom;gneg
chr7H;91400000;94200000;q32.12;intron;gpos25
chr7H;94200000;95800000;q32.13;prom;gneg
chr7H;95800000;100900000;q32.2;codon;gpos50
chr7H;100900000;102700000;q32.31;prom;gneg
chr7H;102700000;103500000;q32.32;codon;gpos50
chr7H;103500000;107043718;q32.33;prom;gneg
chr7H;0;3100000;p13;gvar;gvar
chr7H;3100000;7000000;p12;stalk;stalk
chr7H;7000000;10900000;p11.2;gvar;gvar
chr7H;10900000;12000000;p11.1;acen;acen
chr7H;12000000;13000000;q11.1;acen;acen
chr7H;13000000;15000000;q11.2;prom;gneg
chr7H;15000000;22600000;q21.1;utr3;gpos100
chr7H;22600000;25500000;q21.2;prom;gneg
chr7H;25500000;30200000;q21.3;splice;gpos75
chr7H;30200000;34400000;q22.11;prom;gneg
chr7H;34400000;36400000;q22.12;codon;gpos50
chr7H;36400000;38300000;q22.13;prom;gneg
chr7H;38300000;41200000;q22.2;codon;gpos50
chr7H;41200000;46709983;q22.3;prom;gneg

